Company name,Industry,City,County,Zip code,Date,Claimants,Wages owed,Industry_clean,company_id,industry_stolen,industry_total_claimants,industry_avg_loss_per_worker,company_total_wages,company_total_claimants,company_avg_loss_per_worker,county_total_wages,county_total_cases
Emstar,Other,Suffern,Rockland County,10901,2015-06-24,2,280.56,Other,emstar,147547188.43,98576,1496.786118629281,280.56,2,140.28,6923821.61,504
Paulinos Italian Restaurant,Restaurants - Table Service,Rochester,Monroe County,14606,2020-02-26,1,280.5,Food Services,paulinos-italian-restaurant,149672052.18,66102,2264.2590569120453,280.5,1,280.5,9322789.01,1383
Expositor-Ledger Newspaper Inc,Other,Rochester,Monroe County,14623,2012-04-17,1,280.37,Other,expositor-ledger-newspaper-inc,147547188.43,98576,1496.786118629281,280.37,1,280.37,9322789.01,1383
Noahs Ark Animal Hospital,Healthcare - General,Fonda,Montgomery County,12068,2020-12-24,1,280.32,Healthcare,noahs-ark-animal-hospital,86413131.15,57682,1498.0952662875768,280.32,1,280.32,377785.11,67
Pet Supplies Plus,Wholesalers - Pet And Pet Supplies Stores,Yorktown Heights,Westchester County,10598,2022-02-04,1,280.16,Other,pet-supplies-plus,147547188.43,98576,1496.786118629281,280.16,1,280.16,22226095.1,2016
Satispie,Restaurants - Perishable Prepared Food Manufacturing,Rochester,Monroe County,14623,2020-10-28,3,280.0,Groceries,satispie,20303227.0,43316,468.72349709114417,280.0,3,93.33333333333333,9322789.01,1383
ATA Stone Works Inc,Other,Brooklyn,Kings County,11222,2012-02-02,1,280.0,Other,ata-stone-works-inc,147547188.43,98576,1496.786118629281,280.0,1,280.0,87588061.27,4731
Armor Y Amargo,Restaurants - General,New York,New York County,10003,2012-04-18,1,280.0,Food Services,armor-y-amargo,149672052.18,66102,2264.2590569120453,280.0,1,280.0,96159726.15,6430
Nassau Suffolk Truck Wash,Other,Farmingdale,Suffolk County,11735,2012-06-19,1,280.0,Other,nassau-suffolk-truck-wash,147547188.43,98576,1496.786118629281,280.0,1,280.0,53899585.56,3018
Volkswagon of Rome,Other,Rome,Oneida County,13440,2012-08-23,1,280.0,Other,volkswagon-of-rome,147547188.43,98576,1496.786118629281,280.0,1,280.0,1888020.36,287
Tomas Florentino,Other,Roosevelt,Nassau County,11575,2012-09-20,1,280.0,Other,tomas-florentino,147547188.43,98576,1496.786118629281,280.0,1,280.0,58900272.76,3252
Dunkin Donuts,Restaurants - General,Ozone Park,Queens County,11416,2013-02-19,2,280.0,Food Services,dunkin-donuts,149672052.18,66102,2264.2590569120453,643038.85,3632,177.0481415198238,82459395.43,4259
Great Take Out,Restaurants - General,Massapequa,Nassau County,11758,2013-04-25,1,280.0,Food Services,great-take-out,149672052.18,66102,2264.2590569120453,280.0,1,280.0,58900272.76,3252
Maestro's at the Van Dam,Restaurants - General,Saratoga Springs,Saratoga County,12866,2013-11-13,1,280.0,Food Services,maestro-s-at-the-van-dam,149672052.18,66102,2264.2590569120453,280.0,1,280.0,2289303.88,493
Synacom Networks Inc,Other,Buffalo,Erie County,14215,2013-11-18,1,280.0,Other,synacom-networks-inc,147547188.43,98576,1496.786118629281,280.0,1,280.0,15179552.14,2192
Limelight Shops,Other,New York,New York County,10038,2014-06-27,1,280.0,Other,limelight-shops,147547188.43,98576,1496.786118629281,280.0,1,280.0,96159726.15,6430
James and Hadassah Schinazi,Office,South Brooklyn,Kings County,11234,2014-08-07,1,280.0,Other,james-and-hadassah-schinazi,147547188.43,98576,1496.786118629281,280.0,1,280.0,87588061.27,4731
Dr Adriana Leone,Other,New York,New York County,10005,2014-12-02,1,280.0,Other,dr-adriana-leone,147547188.43,98576,1496.786118629281,280.0,1,280.0,96159726.15,6430
Rainbow Social Day Care,Other,Brooklyn,Kings County,11212,2015-04-07,1,280.0,Other,rainbow-social-day-care,147547188.43,98576,1496.786118629281,280.0,1,280.0,87588061.27,4731
Bay Ridge Security Service Inc,Other,Brooklyn,Kings County,,2015-06-15,1,280.0,Other,bay-ridge-security-service-inc,147547188.43,98576,1496.786118629281,280.0,1,280.0,87588061.27,4731
Tuxedo Park,Other,Carle Place,Nassau County,11514,2015-06-22,1,280.0,Other,tuxedo-park,147547188.43,98576,1496.786118629281,7575.85,3,2525.2833333333333,58900272.76,3252
Cedar Lodge,Other,Canandaigua,Ontario County,14424,2015-06-26,1,280.0,Other,cedar-lodge,147547188.43,98576,1496.786118629281,280.0,1,280.0,1259827.45,167
Advanced care Staffing LLC,Other,Brooklyn,Kings County,11206,2015-07-07,1,280.0,Other,advanced-care-staffing-llc,147547188.43,98576,1496.786118629281,280.0,1,280.0,87588061.27,4731
Larossa Electric,Construction -General,Poughkeepsie,Dutchess County,12601,2015-11-09,1,280.0,Construction,larossa-electric,61023694.45,20078,3039.3313303117843,280.0,1,280.0,3663347.94,444
Wall Street Dermatology,Healthcare - General,New York,New York County,10006,2015-12-29,1,280.0,Healthcare,wall-street-dermatology,86413131.15,57682,1498.0952662875768,280.0,1,280.0,96159726.15,6430
Ridgeview Homes Inc,Other,Lockport,Niagara County,14094,2016-01-27,1,280.0,Other,ridgeview-homes-inc,147547188.43,98576,1496.786118629281,280.0,1,280.0,3015238.63,363
DRD General Contracting,Construction -General,Staten Island,Richmond County,10306,2016-09-01,1,280.0,Construction,drd-general-contracting,61023694.45,20078,3039.3313303117843,280.0,1,280.0,9999766.05,569
SJW Sushi Corp.,Restaurants - Fast Food Chain,Bronx,Bronx County,10463,2016-09-27,1,280.0,Groceries,sjw-sushi-corp,20303227.0,43316,468.72349709114417,280.0,1,280.0,27745338.03,1765
Assist Agency,Transportation Personal,Brooklyn,Kings County,11236,2017-05-24,1,280.0,Delivery/Transportation,assist-agency,22069415.419999998,30474,724.204745684846,280.0,1,280.0,87588061.27,4731
Natty Garden,Construction - Landscaping,Brooklyn,Kings County,11238,2017-06-14,1,280.0,Construction,natty-garden,61023694.45,20078,3039.3313303117843,280.0,1,280.0,87588061.27,4731
Zuski Trucking,Unlisted,Bethpage,Nassau County,11714,2017-07-28,1,280.0,Other,zuski-trucking,147547188.43,98576,1496.786118629281,280.0,1,280.0,58900272.76,3252
Lindas Corner Diner,Restaurants - Diner,Locke,Tompkins County,13092,2017-10-18,1,280.0,Food Services,lindas-corner-diner,149672052.18,66102,2264.2590569120453,280.0,1,280.0,751730.35,103
Brennan & White LLP,Office,Queensbury,Warren County,12804,2017-11-17,1,280.0,Other,brennan-white-llp,147547188.43,98576,1496.786118629281,280.0,1,280.0,1147526.67,221
RoboThink Westchester,Education - General,Scarsdale,Westchester County,10583,2018-05-10,1,280.0,Education,robothink-westchester,5153001.45,5256,980.4036244292238,280.0,1,280.0,22226095.1,2016
Yah Staffing Services/Harris Corporation,Manufacturing - Factory,Rochester,Monroe County,14623,2019-05-17,1,280.0,Manufacturing,yah-staffing-services-harris-corporation,8985644.36,6052,1484.7396497025775,280.0,1,280.0,9322789.01,1383
Abbatrans Medical Transportation,Transportation Personal,Baldwinsville,Queens County,13027,2019-10-18,1,280.0,Delivery/Transportation,abbatrans-medical-transportation,22069415.419999998,30474,724.204745684846,280.0,1,280.0,82459395.43,4259
European Wax Center,Beauty - Beauty Service/Aesthetics,Monroe,Orange County,10950,2019-12-20,1,280.0,Other,european-wax-center,147547188.43,98576,1496.786118629281,17233.57,7,2461.9385714285713,4359072.06,629
Stay Fresh Grill & Deli,Restaurants - Deli,Brooklyn,Kings County,11206,2020-01-13,1,280.0,Food Services,stay-fresh-grill-deli,149672052.18,66102,2264.2590569120453,280.0,1,280.0,87588061.27,4731
Boulevard Home Care Associates,Healthcare - General,Fresh Meadows,Queens County,11365,2021-02-01,1,280.0,Healthcare,boulevard-home-care-associates,86413131.15,57682,1498.0952662875768,280.0,1,280.0,82459395.43,4259
ABM,Security - General,New York,New York County,10006,2022-10-27,3,280.0,Security,abm,6284120.61,6007,1046.132946562344,2825.88,6,470.98,96159726.15,6430
Shining Studios,Entertainment - Theatre,Port Washington,Nassau County,11050,2022-12-07,1,280.0,Other,shining-studios,147547188.43,98576,1496.786118629281,280.0,1,280.0,58900272.76,3252
Half Cake,Restaurants - Table Service,Fresh Meadow,Queens County,11365,2023-06-23,1,280.0,Food Services,half-cake,149672052.18,66102,2264.2590569120453,280.0,1,280.0,82459395.43,4259
Diversified Cleaning and Decon LLC,Cleaning/Janitorial Services - General,Lee Center,Oneida County,13363,2023-08-04,4,280.0,Other,diversified-cleaning-and-decon-llc,147547188.43,98576,1496.786118629281,280.0,4,70.0,1888020.36,287
Rainbow 2 Laundry,Cleaning/Janitorial Services - General,Brooklyn,Kings County,11212,2023-10-02,1,280.0,Other,rainbow-2-laundry,147547188.43,98576,1496.786118629281,592.0,2,296.0,87588061.27,4731
Copperfield Inn,Hotels - General,North Creek,Warren County,12853,2013-12-19,1,279.85,Other,copperfield-inn,147547188.43,98576,1496.786118629281,279.85,1,279.85,1147526.67,221
Marks Homecare Agency Inc,Healthcare - Home Health Care,Rego Park,Queens County,11374,2016-05-23,1,279.83,Healthcare,marks-homecare-agency-inc,86413131.15,57682,1498.0952662875768,279.83,1,279.83,82459395.43,4259
Chipotle  31st & Ditmars - 3591,Restaurants - Fast Food Chain,Astoria,Queens County,11105,2023-09-01,31,279.81,Groceries,chipotle-31st-ditmars-3591,20303227.0,43316,468.72349709114417,279.81,31,9.026129032258064,82459395.43,4259
Mojito Cuban Cuisine,Restaurants - General,Brooklyn,Kings County,11205,2012-06-20,1,279.6,Food Services,mojito-cuban-cuisine,149672052.18,66102,2264.2590569120453,2270.85,3,756.9499999999999,87588061.27,4731
Candlewood Suited Vestal/Binghamton,Hotels - General,Vestal,Broome County,13850,2017-02-08,1,279.6,Other,candlewood-suited-vestal-binghamton,147547188.43,98576,1496.786118629281,279.6,1,279.6,1586486.55,319
Ferrantello Group,Other,Plainview,Nassau County,11803,2013-11-19,1,279.58,Other,ferrantello-group,147547188.43,98576,1496.786118629281,279.58,1,279.58,58900272.76,3252
Meineke Car Care,Other,Fishkill,Dutchess County,12524,2012-03-08,1,279.25,Other,meineke-car-care,147547188.43,98576,1496.786118629281,2499.25,2,1249.625,3663347.94,444
Perfect Body Laser and Aesthetics,Beauty - Beauty Service/Aesthetics,Bay Shore,Suffolk County,11706,2017-09-12,1,279.2,Other,perfect-body-laser-and-aesthetics,147547188.43,98576,1496.786118629281,279.2,1,279.2,53899585.56,3018
Bull and Bear Roadhouse,Restaurants - General,East Syracuse,Onondaga County,13057,2014-07-16,1,279.1,Food Services,bull-and-bear-roadhouse,149672052.18,66102,2264.2590569120453,32757.32,84,389.96809523809526,11795371.15,809
Intergen Health LLC,Other,Brooklyn,Kings County,11233,2012-05-30,1,279.0,Other,intergen-health-llc,147547188.43,98576,1496.786118629281,17798.79,5,3559.7580000000003,87588061.27,4731
Premier Parking,Hotels - General,Bronx,Bronx County,10460,2014-06-06,1,279.0,Other,premier-parking,147547188.43,98576,1496.786118629281,279.0,1,279.0,27745338.03,1765
Anthony Petrolonis/Sara T Kahn Petrolonis,Other,New York,New York County,10001,2015-05-27,1,279.0,Other,anthony-petrolonis-sara-t-kahn-petrolonis,147547188.43,98576,1496.786118629281,279.0,1,279.0,96159726.15,6430
Flying Food Group,Restaurants - General,Jamaica,Queens County,11430,2015-07-31,1,279.0,Food Services,flying-food-group,149672052.18,66102,2264.2590569120453,279.0,1,279.0,82459395.43,4259
Seneca Lake Terrace Assisted Living,Beauty - Beauty Service/Aesthetics,Geneva,Ontario County,14456,2021-12-21,1,279.0,Other,seneca-lake-terrace-assisted-living,147547188.43,98576,1496.786118629281,279.0,1,279.0,1259827.45,167
Quality Bus Service,Transportation Personal,Sparrowbush,Orange County,12780,2022-04-14,1,278.98,Delivery/Transportation,quality-bus-service,22069415.419999998,30474,724.204745684846,278.98,1,278.98,4359072.06,629
Brookfield Country Club,Restaurants - Table Service,Clarence,Erie County,14031,2017-04-19,4,278.76,Food Services,brookfield-country-club,149672052.18,66102,2264.2590569120453,5221.52,6,870.2533333333334,15179552.14,2192
KG Sons,Other,Machias,Cattaraugus County,14101,2015-06-18,1,278.73,Other,kg-sons,147547188.43,98576,1496.786118629281,278.73,1,278.73,732282.39,121
Expert Global Solutions,Office,Utica,Oneida County,13501,2016-06-01,3,278.72,Other,expert-global-solutions,147547188.43,98576,1496.786118629281,1490.98,4,372.745,1888020.36,287
International Security Associates,Other,New York,Kings County,10022,2013-06-27,2,278.5,Other,international-security-associates,147547188.43,98576,1496.786118629281,278.5,2,139.25,87588061.27,4731
GRJH Corp,Other,Clifton Park,Saratoga County,12065,2012-09-24,2,278.08,Other,grjh-corp,147547188.43,98576,1496.786118629281,278.08,2,139.04,2289303.88,493
752 Paris Gym,Other,New York,New York County,10025,2013-07-30,1,278.0,Other,752-paris-gym,147547188.43,98576,1496.786118629281,278.0,1,278.0,96159726.15,6430
Dry Cleaning By Fredericks,Other,Thornwood,Westchester County,10573,2014-09-09,1,278.0,Other,dry-cleaning-by-fredericks,147547188.43,98576,1496.786118629281,278.0,1,278.0,22226095.1,2016
Monroes Restaurant,Restaurants - Table Service,Rochester,Monroe County,14618,2016-09-19,1,277.98,Food Services,monroes-restaurant,149672052.18,66102,2264.2590569120453,277.98,1,277.98,9322789.01,1383
Sarit Yaffa Birzon,Domestic - General,New York,New York County,10007,2016-09-12,1,277.8,Other,sarit-yaffa-birzon,147547188.43,98576,1496.786118629281,277.8,1,277.8,96159726.15,6430
WATERZOOI INC & VICTORY LI,Restaurants - General,Garden City,Nassau County,11530,2015-07-24,1,277.63,Food Services,waterzooi-inc-victory-li,149672052.18,66102,2264.2590569120453,277.63,1,277.63,58900272.76,3252
First Division Security & Concierge,Other,New Rochelle,Westchester County,10801,2013-02-05,1,277.5,Other,first-division-security-concierge,147547188.43,98576,1496.786118629281,277.5,1,277.5,22226095.1,2016
Mystique Hookah Lounge,Restaurants - Bar/Pub,Westbury,Nassau County,11590,2017-08-08,1,277.5,Food Services,mystique-hookah-lounge,149672052.18,66102,2264.2590569120453,277.5,1,277.5,58900272.76,3252
Barbalu,Restaurants - Table Service,Manhattan,New York County,10038,2019-11-18,1,277.5,Food Services,barbalu,149672052.18,66102,2264.2590569120453,277.5,1,277.5,96159726.15,6430
ASAK Solutions,Other,Queens,Queens County,11430,2023-03-24,1,277.5,Other,asak-solutions,147547188.43,98576,1496.786118629281,277.5,1,277.5,82459395.43,4259
CVS,Pharmacy,Ny,New York County,10025,2024-02-09,1,277.42,Other,cvs,147547188.43,98576,1496.786118629281,7354.4,97,75.81855670103093,96159726.15,6430
Price Chopper,Groceries/Food - Misc Supermarket,Schenectady,Schenectady County,12308,2018-10-03,2,277.2,Groceries,price-chopper,20303227.0,43316,468.72349709114417,5720.88,6,953.48,1225590.98,227
Unice/Newtion Inc,Retail - Misc,Brooklyn,Kings County,11216,2019-10-02,1,277.2,Retail,unice-newtion-inc,14204964.71,7085,2004.9350331686662,277.2,1,277.2,87588061.27,4731
Ace Taxi Service,Transportation Personal,Utica,Oneida County,13501,2022-06-13,1,277.2,Delivery/Transportation,ace-taxi-service,22069415.419999998,30474,724.204745684846,3403.95,3,1134.6499999999999,1888020.36,287
Eisner Brothers Inc,Other,Poughkeepsie,Dutchess County,12601,2017-05-02,1,277.07,Other,eisner-brothers-inc,147547188.43,98576,1496.786118629281,277.07,1,277.07,3663347.94,444
Blue Ribbon Fish Co. Inc.,Other,Bronx,Bronx County,10474,2015-06-29,2,277.0,Other,blue-ribbon-fish-co-inc,147547188.43,98576,1496.786118629281,277.0,2,138.5,27745338.03,1765
MacGregors,Restaurants - General,Rochester,Monroe County,14623,2014-06-24,1,276.98,Food Services,macgregors,149672052.18,66102,2264.2590569120453,276.98,1,276.98,9322789.01,1383
The Laurel Hill School,Education - School/Preschool,East Setauket,Suffolk County,11733,2018-09-04,1,276.96,Education,the-laurel-hill-school,5153001.45,5256,980.4036244292238,961.96,2,480.98,53899585.56,3018
Peter Young Housing Industries,Other,Schenectady,Schenectady County,12304,2015-06-17,1,276.92,Other,peter-young-housing-industries,147547188.43,98576,1496.786118629281,276.92,1,276.92,1225590.98,227
Pink Paddock,Retail - Misc,Albany,Albany County,12203,2019-06-20,4,276.89,Retail,pink-paddock,14204964.71,7085,2004.9350331686662,276.89,4,69.2225,7516825.93,816
Quik Park,Other,New York,New York County,10018,2015-08-18,1,276.75,Other,quik-park,147547188.43,98576,1496.786118629281,1401.75,2,700.875,96159726.15,6430
Arsenal New York,Telecommunications,New York,New York County,10018,2018-09-05,1,276.74,Other,arsenal-new-york,147547188.43,98576,1496.786118629281,276.74,1,276.74,96159726.15,6430
Securitas Security Services Usa Inc,Security - General,New York,New York County,10018,2019-03-20,1,276.7,Security,securitas-security-services-usa-inc,6284120.61,6007,1046.132946562344,276.7,1,276.7,96159726.15,6430
Make Me Over Beauty Bar,Beauty - Beauty Service/Aesthetics,Jamaica,Queens County,11432,2016-11-21,4,276.69,Other,make-me-over-beauty-bar,147547188.43,98576,1496.786118629281,276.69,4,69.1725,82459395.43,4259
Ben Peters Hair Salon,Other,Floral Park,Nassau County,11001,2012-04-03,1,276.59,Other,ben-peters-hair-salon,147547188.43,98576,1496.786118629281,276.59,1,276.59,58900272.76,3252
Top Shelf Hockey,Other,Watertown,Jefferson County,13601,2017-10-03,1,276.51,Other,top-shelf-hockey,147547188.43,98576,1496.786118629281,276.51,1,276.51,1062185.67,166
Perrysburg Pub,Restaurants - Bar/Pub,Perrysburg,Cattaraugus County,14129,2023-02-24,1,276.47,Food Services,perrysburg-pub,149672052.18,66102,2264.2590569120453,276.47,1,276.47,732282.39,121
Lotus Fine Art and Design,Creative - Design/Arts,Woodstock,Ulster County,12498,2019-04-15,2,276.37,Other,lotus-fine-art-and-design,147547188.43,98576,1496.786118629281,276.37,2,138.185,2337274.49,314
Pizza DaVinci,Restaurants - Limited-Service Restaurants,Troy,Rensselaer County,12180,2014-05-11,4,276.35,Food Services,pizza-davinci,149672052.18,66102,2264.2590569120453,276.35,4,69.0875,1191087.2,242
The Rock Pile Pub & Grille,Restaurants - General,Hamburg,Erie County,14075,2012-12-07,1,276.3,Food Services,the-rock-pile-pub-grille,149672052.18,66102,2264.2590569120453,276.3,1,276.3,15179552.14,2192
Microwave Circuit Technology Inc,Other,Farmingdale,Suffolk County,11735,2014-09-02,1,276.25,Other,microwave-circuit-technology-inc,147547188.43,98576,1496.786118629281,276.25,1,276.25,53899585.56,3018
County Fabricators,Other,Pleasantville,Westchester County,10570,2015-07-10,1,276.25,Other,county-fabricators,147547188.43,98576,1496.786118629281,1433.33,2,716.665,22226095.1,2016
Wingstop- The Wing Experts,Restaurants - Fast Food Chain,New York,New York County,10014,2023-11-13,1,276.25,Groceries,wingstop-the-wing-experts,20303227.0,43316,468.72349709114417,276.25,1,276.25,96159726.15,6430
Hahn Automotive Inc,Retail - Misc,Buffalo,Erie County,14218,2017-12-20,1,276.11,Retail,hahn-automotive-inc,14204964.71,7085,2004.9350331686662,276.11,1,276.11,15179552.14,2192
Care Plus Podiatry & MBS,Other,Wading River,Suffolk County,11792,2012-03-23,1,276.0,Other,care-plus-podiatry-mbs,147547188.43,98576,1496.786118629281,276.0,1,276.0,53899585.56,3018
Pat Lydon Real Estate,Other,Floral Park,Queens County,11001,2012-09-10,1,276.0,Other,pat-lydon-real-estate,147547188.43,98576,1496.786118629281,276.0,1,276.0,82459395.43,4259
Genie Fastener MFG,Other,Bohemia,Suffolk County,11716,2012-10-26,1,276.0,Other,genie-fastener-mfg,147547188.43,98576,1496.786118629281,276.0,1,276.0,53899585.56,3018
Sophies Bistro,Restaurants - General,Brooklyn,Kings County,11230,2013-06-11,2,276.0,Food Services,sophies-bistro,149672052.18,66102,2264.2590569120453,276.0,2,138.0,87588061.27,4731
Over the Top Roofing,Other,Hannibal,Oswego County,13074,2013-06-13,1,276.0,Other,over-the-top-roofing,147547188.43,98576,1496.786118629281,276.0,1,276.0,1016546.34,109
Service Manufacturing Group,Other,Cheektowaga,Erie County,14225,2015-09-11,1,276.0,Other,service-manufacturing-group,147547188.43,98576,1496.786118629281,276.0,1,276.0,15179552.14,2192
Home Bay Trading Corp,Wholesalers - General,Hauppauge,Suffolk County,11788,2016-08-22,1,276.0,Other,home-bay-trading-corp,147547188.43,98576,1496.786118629281,12879.55,4,3219.8875,53899585.56,3018
All Pro Medical,Retail - Misc,Patchogue,Suffolk County,11772,2016-10-11,1,276.0,Retail,all-pro-medical,14204964.71,7085,2004.9350331686662,276.0,1,276.0,53899585.56,3018
Companion Chiropractic Health Center,Healthcare - General,Syracuse,Onondaga County,13224,2017-06-20,1,276.0,Healthcare,companion-chiropractic-health-center,86413131.15,57682,1498.0952662875768,276.0,1,276.0,11795371.15,809
Los Viajeros,Restaurants - Catering,Bronx,Bronx County,10474,2017-10-12,1,276.0,Food Services,los-viajeros,149672052.18,66102,2264.2590569120453,276.0,1,276.0,27745338.03,1765
88 Ridge Royale LLC,Hotels - General,Lake George,Warren County,12845,2019-09-16,1,276.0,Other,88-ridge-royale-llc,147547188.43,98576,1496.786118629281,276.0,1,276.0,1147526.67,221
Seema Rizvi MD,Healthcare - Medical Office,Fishkill,Dutchess County,12524,2020-03-10,1,276.0,Healthcare,seema-rizvi-md,86413131.15,57682,1498.0952662875768,276.0,1,276.0,3663347.94,444
Joy L Kreeger MD,Healthcare - General,East Aurora,Erie County,14052,2017-08-25,1,275.85,Healthcare,joy-l-kreeger-md,86413131.15,57682,1498.0952662875768,275.85,1,275.85,15179552.14,2192
Konditori,Restaurants - Table Service,Brooklyn,Kings County,11222,2019-11-14,1,275.67,Food Services,konditori,149672052.18,66102,2264.2590569120453,845.19,2,422.595,87588061.27,4731
AFC Industries,Other,College Point,Queens County,11356,2015-10-02,1,275.63,Other,afc-industries,147547188.43,98576,1496.786118629281,275.63,1,275.63,82459395.43,4259
Mad Hatter Bakery & Restaurant LLC,Restaurants - Table Service,Rochester,Monroe County,14607,2022-09-28,1,275.52,Food Services,mad-hatter-bakery-restaurant-llc,149672052.18,66102,2264.2590569120453,275.52,1,275.52,9322789.01,1383
A&E and SNY Surgery Center,Healthcare - General,East Syracuse,Onondaga County,13057,2023-04-19,1,275.5,Healthcare,a-e-and-sny-surgery-center,86413131.15,57682,1498.0952662875768,275.5,1,275.5,11795371.15,809
Dekalb Restaurant,Restaurants - General,Brooklyn,Kings County,11205,2015-06-01,1,275.24,Food Services,dekalb-restaurant,149672052.18,66102,2264.2590569120453,275.24,1,275.24,87588061.27,4731
Kitchen Express II LLC,Other,Mendon,Monroe County,14506,2013-07-25,1,275.23,Other,kitchen-express-ii-llc,147547188.43,98576,1496.786118629281,275.23,1,275.23,9322789.01,1383
Third Base,Restaurants - Table Service,Olean,Cattaraugus County,14760,2021-05-05,1,275.2,Food Services,third-base,149672052.18,66102,2264.2590569120453,275.2,1,275.2,732282.39,121
Gold Links Entertainment,Other,Brooklyn,Kings County,11236,2014-06-06,2,275.06,Other,gold-links-entertainment,147547188.43,98576,1496.786118629281,275.06,2,137.53,87588061.27,4731
Rappoport Stables LLC,Horseracing,Goshen,Orange County,10924,2020-01-30,1,275.05,Other,rappoport-stables-llc,147547188.43,98576,1496.786118629281,275.05,1,275.05,4359072.06,629
C R Austin Co Inc,Other,Jamesville,Onondaga County,13078,2012-02-16,1,275.0,Other,c-r-austin-co-inc,147547188.43,98576,1496.786118629281,361.0,2,180.5,11795371.15,809
Fancrete,Other,Utica,Oneida County,13501,2013-07-19,1,275.0,Other,fancrete,147547188.43,98576,1496.786118629281,275.0,1,275.0,1888020.36,287
Papa Johns,Restaurants - General,New York,New York County,10029,2013-09-06,1,275.0,Food Services,papa-johns,149672052.18,66102,2264.2590569120453,24092.65,26,926.6403846153846,96159726.15,6430
Guaranteed Seamless Gutter Systems,Other,Waterford,Saratoga County,12188,2014-08-19,1,275.0,Other,guaranteed-seamless-gutter-systems,147547188.43,98576,1496.786118629281,863.75,2,431.875,2289303.88,493
So Gone Trash Removal LLC,Other,Syracuse,Onondaga County,13205,2014-10-09,1,275.0,Other,so-gone-trash-removal-llc,147547188.43,98576,1496.786118629281,275.0,1,275.0,11795371.15,809
Future Health Care Systems,Other,Mt. Vernon,Westchester County,10550,2015-01-23,1,275.0,Other,future-health-care-systems,147547188.43,98576,1496.786118629281,275.0,1,275.0,22226095.1,2016
"Edward M Strah, MD, P.C.",Other,Rockville Centre,Nassau County,11570,2015-02-18,1,275.0,Other,edward-m-strah-md-p-c,147547188.43,98576,1496.786118629281,275.0,1,275.0,58900272.76,3252
The Peekskill Coffee House,Restaurants - General,Peekskill,Westchester County,10566,2015-03-09,1,275.0,Food Services,the-peekskill-coffee-house,149672052.18,66102,2264.2590569120453,275.0,1,275.0,22226095.1,2016
Orchid Aesthetics Medical Spa,Other,New York,New York County,10019,2015-06-29,1,275.0,Other,orchid-aesthetics-medical-spa,147547188.43,98576,1496.786118629281,275.0,1,275.0,96159726.15,6430
RR Lalena Corp,Delivery/Freight Transporation - Trucking,Maspeth,Queens County,11378,2017-03-22,1,275.0,Delivery/Transportation,rr-lalena-corp,22069415.419999998,30474,724.204745684846,41687.23,44,947.4370454545456,82459395.43,4259
Skintology Spa,Beauty - Beauty Service/Aesthetics,New York,New York County,10022,2017-04-21,1,275.0,Other,skintology-spa,147547188.43,98576,1496.786118629281,275.0,1,275.0,96159726.15,6430
Metal Crafters,Construction -General,Ronkonkoma,Suffolk County,11779,2017-05-24,1,275.0,Construction,metal-crafters,61023694.45,20078,3039.3313303117843,275.0,1,275.0,53899585.56,3018
Resource for Independent Living,Non-Profit,Utica,Oneida County,13502,2017-08-25,1,275.0,Other,resource-for-independent-living,147547188.43,98576,1496.786118629281,275.0,1,275.0,1888020.36,287
Key Foods,Other,Yonkers,Westchester County,10703,2018-08-27,1,275.0,Other,key-foods,147547188.43,98576,1496.786118629281,4103.0,3,1367.6666666666667,22226095.1,2016
"A & M Advanced Medical Care, PC",Healthcare - Medical Office,Brooklyn,Kings County,11229,2018-09-27,1,275.0,Healthcare,a-m-advanced-medical-care-pc,86413131.15,57682,1498.0952662875768,275.0,1,275.0,87588061.27,4731
Kevin R. Frick LLC,Delivery/Freight Transporation - Trucking,Selkirk,Albany County,12158,2018-11-13,2,275.0,Delivery/Transportation,kevin-r-frick-llc,22069415.419999998,30474,724.204745684846,275.0,2,137.5,7516825.93,816
Smile Matters,Healthcare - Dental Office,New Rochelle,Westchester County,10801,2019-08-15,1,275.0,Healthcare,smile-matters,86413131.15,57682,1498.0952662875768,275.0,1,275.0,22226095.1,2016
Ateret Avot,Restaurants - Table Service,Brooklyn,Kings County,11230,2023-03-13,1,275.0,Food Services,ateret-avot,149672052.18,66102,2264.2590569120453,275.0,1,275.0,87588061.27,4731
Montebello Ristorante Italiano / The Estate of Joseph E. Montebello,Restaurants - Table Service,New York,New York County,10022,2023-03-30,1,275.0,Food Services,montebello-ristorante-italiano-the-estate-of-joseph-e-montebello,149672052.18,66102,2264.2590569120453,275.0,1,275.0,96159726.15,6430
Wall Street Dental Spa,Healthcare - Dental Office,New York,New York County,10005,2023-10-02,1,275.0,Healthcare,wall-street-dental-spa,86413131.15,57682,1498.0952662875768,315.0,2,157.5,96159726.15,6430
VNS Trucking,Delivery/Freight Transporation - Trucking,Menands,Albany County,12303,2015-10-08,2,274.81,Delivery/Transportation,vns-trucking,22069415.419999998,30474,724.204745684846,600.01,3,200.00333333333333,7516825.93,816
J & E Express,Other,Brooklyn,Kings County,11232,2012-08-08,1,274.75,Other,j-e-express,147547188.43,98576,1496.786118629281,274.75,1,274.75,87588061.27,4731
Dairy Queen,Restaurants - General,Middletown,Orange County,10940,2014-04-28,1,274.71,Food Services,dairy-queen,149672052.18,66102,2264.2590569120453,2563.21,30,85.44033333333333,4359072.06,629
